name, num_atoms, energy, time_to_load, time_to_parameterize, time_to_energy_minimize
pnipam_modified, 515, 3144.5964052540908 kJ/mol, 0.8727951049804688, 4.714011907577515, 0.35955142974853516
PET, 91, 859.4428043244845 kJ/mol, 0.6413311958312988, 2.3498682975769043, 0.11449122428894043
cellulose, 192, 2585.182414305672 kJ/mol, 0.6944241523742676, 3.93900465965271, 0.09903812408447266
chitin, 192, 1770.3393833337188 kJ/mol, 0.692716121673584, 3.129255533218384, 0.09976863861083984
dextran, 192, 2393.815914287001 kJ/mol, 0.708712100982666, 2.8341469764709473, 0.08686423301696777
messy_sugar, 437, 5701.199438332045 kJ/mol, 0.9598839282989502, 4.083803415298462, 0.3935108184814453
trimannose, 66, 842.0430291812904 kJ/mol, 0.6015641689300537, 2.3199057579040527, 0.06296539306640625
vulcanizedrubber, 103, 954.9956527842543 kJ/mol, 0.7122938632965088, 2.4435369968414307, 0.11766982078552246
2q1r, 389, 8300.273164204378 kJ/mol, 0.9422898292541504, 7.826997518539429, 3.036228656768799
122d, 636, 43358.65985176913 kJ/mol, 0.7959058284759521, 6.782756328582764, 5.147921085357666
130d, 832, 69321.74981130144 kJ/mol, 0.9027533531188965, 9.402937889099121, 11.216854810714722
133d, 382, nan, 0.7059793472290039, 9.402937889099121, 11.216854810714722
144d, 832, 45470.494195026826 kJ/mol, 0.8864984512329102, 9.322885513305664, 8.984561443328857
6cww, 6803, 3157.4899773309517 kJ/mol, 17.41603136062622, 383.5983281135559, 55.027613162994385
7qt2, 14161, -108746.7353252154 kJ/mol, 10.568198204040527, 923.6022458076477, 67.94031000137329
7wcc, 9514, -93738.92552947396 kJ/mol, 6.897810220718384, 1211.9999504089355, 39.81109046936035
6mtg, 11113, -3812.5232355480493 kJ/mol, 8.583206176757812, 1164.7339446544647, 70.3986222743988
7xjf, 9415, -56600.84860592987 kJ/mol, 5.544857025146484, 570.9266407489777, 31.77744960784912
7fse, 17282, -149687.58490608935 kJ/mol, 13.627408504486084, 332.0233623981476, 93.67127895355225
7pvu, 11476, -88552.82185072194 kJ/mol, 10.453857660293579, 472.68296456336975, 53.30697011947632
8ovp, 17851, -53631.73385514054 kJ/mol, 16.460559606552124, 1527.8520052433014, 182.36179661750793
8gt9, 6135, -52147.14918570089 kJ/mol, 3.8167271614074707, 298.79227018356323, 13.870835542678833
8fy3, 17964, -121265.13509577687 kJ/mol, 11.668965578079224, 207.20242524147034, 116.19046235084534
8f0x, 17660, -114260.81192678805 kJ/mol, 12.766943454742432, 259.0025041103363, 107.19627523422241
8e8i, 7759, -81945.26597442268 kJ/mol, 4.955581426620483, 1107.4220731258392, 34.23180794715881
8d1b, 13306, -110475.09313948224 kJ/mol, 6.254984617233276, 115.83786940574646, 60.54691481590271
8bhw, 42392, -345370.14246964303 kJ/mol, 15.060863971710205, 368.0264196395874, 596.8625948429108
8ciq, 549, -2858.583287771512 kJ/mol, 0.8444981575012207, 6.102239608764648, 0.7422831058502197
7yb4, 1120, -6264.133251619184 kJ/mol, 1.1034941673278809, 11.14702296257019, 1.9749209880828857
1lyd, 2889, -27743.95454702792 kJ/mol, 1.9772133827209473, 183.18043327331543, 4.755139350891113
ja7b02319_si_002, 129, 952.960512404809 kJ/mol, 0.6550502777099609, 2.635962724685669, 0.31502652168273926
ja7b02319_si_003, 198, 1464.2592736552829 kJ/mol, 0.6720788478851318, 2.8533267974853516, 0.21606826782226562
Nspe5_gaff-phi_top6pops, 124, 850.6260848203798 kJ/mol, 0.6378605365753174, 2.5648136138916016, 0.15281319618225098
