name, num_atoms, energy, time_to_load, time_to_parameterize, time_to_energy_minimize
syntactic_styrene, 162, 1378.7113023872346 kJ/mol, 0.7780113220214844, 3.2487316131591797, 0.038826942443847656
pnipam_modified-s49, 49441, 315786.4955252907 kJ/mol, 28.60197687149048, 396.85816764831543, 543.804573059082
pnipam_modified, 515, 3143.1516841010157 kJ/mol, 1.0413124561309814, 5.587567567825317, 0.38077878952026367
PET, 91, 859.2124436876893 kJ/mol, 0.7690696716308594, 2.789789915084839, 0.11118555068969727
cellulose, 192, 2585.518257791672 kJ/mol, 0.7683026790618896, 3.399235248565674, 0.10055899620056152
chitin, 192, 1769.7640477865643 kJ/mol, 0.8209385871887207, 3.4308180809020996, 0.10061955451965332
dextran, 192, 2393.3329141531894 kJ/mol, 0.8485174179077148, 3.3263847827911377, 0.0853266716003418
messy_sugar, 437, 5701.102331395332 kJ/mol, 1.1281282901763916, 4.823782205581665, 0.39672017097473145
trimannose, 66, 842.6688769592769 kJ/mol, 0.7470436096191406, 2.655841827392578, 0.06772255897521973
vulcanizedrubber, 103, 954.4890753957378 kJ/mol, 0.9036827087402344, 2.8450450897216797, 0.10730600357055664
2q1r, 389, 11309.207052949734 kJ/mol, 0.922654390335083, 9.11595368385315, 1.0450713634490967
122d, 636, 46150.453377267746 kJ/mol, 1.0650839805603027, 8.997346639633179, 2.1679866313934326
130d, 832, 67136.99336758649 kJ/mol, 1.3799104690551758, 11.20298171043396, 4.047454357147217
133d, 382, 42818.58159097294 kJ/mol, 0.9063687324523926, 6.367617845535278, 1.7117950916290283
144d, 832, 56562.165620975466 kJ/mol, 1.060854434967041, 10.9219229221344, 4.435802221298218
6cww, 6314, -6163.413157085215 kJ/mol, 19.695849180221558, 72.01702427864075, 92.2804503440857
7qt2, 12928, -80877.26051607252 kJ/mol, 13.106980562210083, 162.47268414497375, 75.74780607223511
7wcc, 7753, -52502.21931646419 kJ/mol, 8.333656072616577, 89.57339859008789, 29.893197536468506
6mtg, 9481, 39438.438866421435 kJ/mol, 10.005371809005737, 130.87167358398438, 77.58407664299011
7xjf, 8659, -45385.671771187066 kJ/mol, 6.718052387237549, 102.08470058441162, 32.02815222740173
7fse, 17231, -148855.0233746262 kJ/mol, 15.850835800170898, 375.0758159160614, 101.1573269367218
7pvu, 10918, -76298.18724745777 kJ/mol, 13.318006038665771, 140.72757482528687, 51.54114031791687
8ovp, 15799, -15441.40075698957 kJ/mol, 19.60536026954651, 243.321861743927, 179.3828887939453
8gt9, 5751, -43278.803242826325 kJ/mol, 5.347144842147827, 63.004345417022705, 14.422626972198486
8fy3, 17964, -121785.19145986278 kJ/mol, 13.42162799835205, 254.44600892066956, 245.05873370170593
8f0x, 17660, -114163.34009203198 kJ/mol, 14.5594162940979, 322.7407593727112, 112.0642318725586
8e8i, 6121, -39482.90441419666 kJ/mol, 5.0798180103302, 69.197021484375, 41.48399305343628
8d1b, 13306, -110258.84431279634 kJ/mol, 7.340557813644409, 143.86080980300903, 68.91425895690918
8bhw, 42392, -346253.7926119485 kJ/mol, 18.664057731628418, 451.6202447414398, 1088.8170375823975
8ciq, 549, -2858.0873244022937 kJ/mol, 0.9697747230529785, 7.745941162109375, 0.7742195129394531
7yb4, 1120, -5900.064873790553 kJ/mol, 1.4773485660552979, 14.072701454162598, 1.2455828189849854
1lyd, 2643, -21801.143627953406 kJ/mol, 2.3802075386047363, 30.996185064315796, 3.0333797931671143
bip23267_sup-0002-appendixs1, 82, 821.2096738998215 kJ/mol, 0.46436309814453125, 2.838606357574463, 0.2614774703979492
ja7b02319_si_002, 129, 952.8982855012932 kJ/mol, 0.7780191898345947, 2.9964540004730225, 0.30132198333740234
ja7b02319_si_003, 198, 1464.6498965287144 kJ/mol, 0.847374677658081, 3.598314046859741, 0.18817639350891113
Nspe5_gaff-phi_top6pops, 124, 849.1135661637416 kJ/mol, 0.7410683631896973, 3.0145862102508545, 0.14497113227844238
